state,bill_name,bill_summary,status,bill_url,lastAction_date,lastAction_main
MD,HB43,Establishing the Legislative and Congressional Redistricting and Apportionment Commission as an independent unit of State government; providing for the intent of the General Assembly regarding legislative and congressional redistricting; requiring th...,Intro,https://legiscan.com/MD/bill/HB43/2019,2019-03-14,Unfavorable Report by House Rules and Executive Nominations
MD,SB90,Establishing the Legislative and Congressional Redistricting and Apportionment Commission as an independent unit of State government; providing for the intent of the General Assembly regarding legislative and congressional redistricting; requiring th...,Intro,https://legiscan.com/MD/bill/SB90/2019,2019-01-23,To Senate Education Health and Environmental Affairs Committee
WV,HB2445,The purpose of this bill is to provide for the Redistricting Office of the Joint Committee on Government and Finance to propose redistricting plans during census years. The main task of the Redistricting Office is to propose a plan to the Legislature...,Intro,https://legiscan.com/WV/bill/HB2445/2019,2019-01-16,To House Judiciary Committee
US,HB130,"John Tanner Fairness and Independence in Redistricting Act This bill establishes requirements regarding congressional redistricting, including that redistricting plans must be developed by an independent redistricting commission. A state that has bee...",Intro,https://legiscan.com/US/bill/HB130/2019,2019-01-03,"To House Subcommittee on the Constitution, Civil Rights, and Civil Justice Committee"
US,HB124,"John Tanner Fairness and Independence in Redistricting Act This bill establishes requirements regarding congressional redistricting, including that redistricting plans must be developed by an independent redistricting commission. A state that has bee...",Intro,https://legiscan.com/US/bill/HB124/2019,2019-01-03,"To House Subcommittee on the Constitution, Civil Rights, and Civil Justice Committee"
NE,LB253,Adopt the Redistricting Act,Intro,https://legiscan.com/NE/bill/LB253/2019,2019-02-06,To Legislature Executive Board Committee
PA,HB23,An Act establishing the Independent Redistricting Commission; and providing for congressional and legislative redistricting.,Intro,https://legiscan.com/PA/bill/HB23/2019,2019-04-11,To House State Government Committee
WV,SB118,Creating Independent Redistricting Commission,Intro,https://legiscan.com/WV/bill/SB118/2019,2019-01-09,To Senate Judiciary Committee
IN,SB0037,"Redistricting commission. Establishes a redistricting commission (commission) to create, hold hearings on, take public comment about, and recommend plans to redraw general assembly districts and congressional districts. Requires the legislative servi...",Intro,https://legiscan.com/IN/bill/SB0037/2019,2019-01-31,To Senate Elections Committee
IN,HB1011,"Redistricting commission. Establishes a redistricting commission (commission) to create, hold hearings on, take public comment about, and recommend plans to redraw general assembly districts and congressional districts. Requires the legislative servi...",Intro,https://legiscan.com/IN/bill/HB1011/2019,2019-01-22,To House Elections and Apportionment Committee
MN,SF2255,Constitutional amendment establishing a redistricting commission and principles,Intro,https://legiscan.com/MN/bill/SF2255/2019,2019-03-14,To Senate Rules and Administration Committee
US,HB131,Redistricting Transparency Act of 2019,Intro,https://legiscan.com/US/bill/HB131/2019,2019-01-03,"To House Subcommittee on the Constitution, Civil Rights, and Civil Justice Committee"
IN,HB1317,"Redistricting commission. Establishes a redistricting commission (commission) to create, hold hearings on, take public comment about, and recommend plans to redraw general assembly districts and congressional districts. Requires the legislative servi...",Intro,https://legiscan.com/IN/bill/HB1317/2019,2019-01-14,To House Elections and Apportionment Committee
IN,SB0091,"Redistricting commission. Establishes a redistricting commission (commission) to create, hold hearings on, take public comment about, and recommend plans to redraw general assembly districts and congressional districts. Provides for appointment of fo...",Intro,https://legiscan.com/IN/bill/SB0091/2019,2019-01-28,To Senate Elections Committee
KY,HB482,Create new sections of KRS Chapter 5 to establish the Legislative Advisory Reapportionment and Redistricting Commission; require each of the eleven members to be appointed with at least one member appointed from each of Kentucky's congressional distr...,Intro,https://legiscan.com/KY/bill/HB482/2019,2019-02-21,"To House Elections, Const. Amendments & Intergovernmental Affairs Committee"
IN,HB1386,"Redistricting. Establishes a redistricting commission (commission) to create, hold hearings on, take public comment about, and recommend plans to redraw general assembly districts and congressional districts. Requires the legislative services agency ...",Intro,https://legiscan.com/IN/bill/HB1386/2019,2019-01-14,To House Elections and Apportionment Committee
TN,SB0935,"As introduced, enacts the ""Tennessee Congressional Redistricting Commission Act,"" which establishes a five-member congressional redistricting commission beginning in January 2021. - Amends TCA Title 2, Chapter 16; Title 3, Chapter 1; Title 4, Chapter...",Intro,https://legiscan.com/TN/bill/SB0935/2019,2019-02-11,To Senate Government Operations Committee
TN,HB1409,"As introduced, enacts the ""Tennessee Congressional Redistricting Commission Act,"" which establishes a five-member congressional redistricting commission beginning in January 2021. - Amends TCA Title 2, Chapter 16; Title 3, Chapter 1; Title 4, Chapter...",Intro,https://legiscan.com/TN/bill/HB1409/2019,2019-02-13,Assigned to s/c Public Service & Employees Subcommittee
LA,HB504,Creates and provides for the Reapportionment Transparency Act,Intro,https://legiscan.com/LA/bill/HB504/2019,2019-04-08,To House House and Governmental Affairs Committee
NM,SB416,Redistricting Act,Intro,https://legiscan.com/NM/bill/SB416/2019,2019-02-27,Action Postponed Indefinitely
PA,HB402,An Act providing for congressional and legislative redistricting.,Intro,https://legiscan.com/PA/bill/HB402/2019,2019-02-06,To House State Government Committee
CA,SB139,Independent redistricting commissions.,Intro,https://legiscan.com/CA/bill/SB139/2019,2019-04-11,To Senate Governance and Finance Committee
AR,SB671,To Require Apportionment Of Wards Be Conducted By The County Boards Of Election Commissioners; And To Amend The Law Concerning Designation Of Wards In Municipalities.,Intro,https://legiscan.com/AR/bill/SB671/2019,2019-04-08,"Recommended for study in the Interim Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE - SENATE"
SC,S0230,"Entitle The Chapter ""south Carolina Redistricting Commission"", To Create An Independent Redistricting Commission, To Provide That Members Of The Commission Will Be Appointed Every Ten Years After The Following Year Of The Decennial United States Cens...",Intro,https://legiscan.com/SC/bill/S0230/2019,2019-01-08,To Senate Judiciary Committee
SC,H3054,"Entitle The Chapter ""south Carolina Redistricting Commission"", To Create An Independent Redistricting Commission, To Provide That Members Of The Commission Will Be Appointed Every Ten Years After The Following Year Of The Decennial United States Cens...",Intro,https://legiscan.com/SC/bill/H3054/2019,2019-01-31,To House Judiciary Committee
VA,SB1243,Elections; date of June primary election. Changes the date of the primary election held in June from the second Tuesday in June to the third Tuesday in June. The bill also changes candidate filing deadlines to reflect the change of date.,Engross,https://legiscan.com/VA/bill/SB1243/2019,2019-01-21,Read third time and defeated by Senate (18-Y 22-N)
OR,HJR24,"Proposes amendment to Oregon Constitution establishing Citizens Redistricting Commission to adopt redistricting maps for Senate, House of Representatives and United States Congress. Refers proposed amendment to people for their approval or rejection ...",Intro,https://legiscan.com/OR/bill/HJR24/2019,2019-03-11,To House Rules Committee
MD,SB91,Proposing an amendment to the Maryland Constitution to require single-member delegate districts; altering certain standards for the drawing of legislative districts; proposing a new article to the Maryland Constitution to establish standards for the ...,Intro,https://legiscan.com/MD/bill/SB91/2019,2019-01-23,To Senate Education Health and Environmental Affairs Committee
MD,HB44,Proposing an amendment to the Maryland Constitution to require single-member delegate districts; altering certain standards for the drawing of legislative districts; proposing a new article to the Maryland Constitution to establish standards for the ...,Intro,https://legiscan.com/MD/bill/HB44/2019,2019-03-14,Unfavorable Report by House Rules and Executive Nominations
AZ,HCR2002,Independent redistricting commission; nine members,Intro,https://legiscan.com/AZ/bill/HCR2002/2019,2019-02-06,House read second time
PA,HB22,"A Joint Resolution proposing integrated amendments to the Constitution of the Commonwealth of Pennsylvania, deleting provisions relating to the Legislative Reapportionment Commission; and providing for the Independent Redistricting Commission.",Intro,https://legiscan.com/PA/bill/HB22/2019,2019-04-11,To House State Government Committee
CA,AB1724,Elections: general law city and county redistricting.,Intro,https://legiscan.com/CA/bill/AB1724/2019,2019-04-10,To Assembly Elections and Redistricting Committee
AZ,HCR2004,Legislature; sixty house districts,N/A,https://legiscan.com/AZ/bill/HCR2004/2019,2019-01-10,Prefile
NC,H648,NC FAIR State & Congressional Districts Act,Intro,https://legiscan.com/NC/bill/H648/2019,2019-04-10,To House Redistricting Committee
MN,HF2421,"Redistricting commission established, redistricting principles established, and constitutional amendment proposed.",Intro,https://legiscan.com/MN/bill/HF2421/2019,2019-03-13,To House Government Operations Committee
NH,CACR9,Relating to redistricting.  Providing that an independent redistricting commission shall be established to draw boundaries for state and federal offices.,Intro,https://legiscan.com/NH/bill/CACR9/2019,2019-02-20,Retained in Committee
KS,HCR5006,Revising article 10 of the Kansas constitution; establishing a redistricting commission.,Intro,https://legiscan.com/KS/bill/HCR5006/2019,2019-02-07,To House Elections Committee
TX,HJR59,Proposing a constitutional amendment establishing the Texas Redistricting Commission to redistrict the Texas Legislature and Texas congressional districts and revising procedures for redistricting.,Intro,https://legiscan.com/TX/bill/HJR59/2019,2019-04-04,To House Redistricting Committee
MO,SB213,Enacts new provisions relating to the nonpartisan state demographer,Intro,https://legiscan.com/MO/bill/SB213/2019,2019-04-15,To House General Laws Committee
MN,SF2575,Redistricting commission to recommend boundaries of legislative and congressional districts appointment requirement; districting principles for legislative and congressional plans establishment,Intro,https://legiscan.com/MN/bill/SF2575/2019,2019-03-25,To Senate State Government Finance and Policy and Elections Committee
IL,HJRCA0010,Proposes to amend the Legislature Article of the Illinois Constitution. Creates the Independent Redistricting Commission to adopt and file with the Secretary of State a redistricting plan for Legislative and Representative Districts. Provides for the...,Intro,https://legiscan.com/IL/bill/HJRCA0010/2019,2019-01-22,To House Rules Committee
TX,HJR140,"Proposing a constitutional amendment providing for the reapportionment of congressional districts and the creation, function, and duties of the Texas Congressional Redistricting Commission.",Intro,https://legiscan.com/TX/bill/HJR140/2019,2019-04-04,To House Redistricting Committee
MO,HB973,Enacts new provisions relating to the nonpartisan state demographer,Engross,https://legiscan.com/MO/bill/HB973/2019,2019-04-09,"Second read and referred: Rules, Joint Rules, Resolutions & Ethics(S)"
MN,HF1605,"Legislative and congressional district boundaries commission appointment required, legislative and congressional plan districting principles established, Legislative Coordinating Commission duties assigned, and secretary of state duties assigned.",Intro,https://legiscan.com/MN/bill/HF1605/2019,2019-04-01,To House Subcommittee on Elections Committee
IL,HJRCA0015,Proposes to amend the Legislature Article of the Illinois Constitution. Removes the requirement for each Legislative District to be divided into two Representative Districts. Modifies provisions concerning legislative redistricting. Provides specifie...,Intro,https://legiscan.com/IL/bill/HJRCA0015/2019,2019-04-10,To House Rules Committee
IL,SJRCA0004,Proposes to amend the Legislature Article of the Illinois Constitution. Removes the requirement for each Legislative District to be divided into two Representative Districts. Modifies provisions concerning legislative redistricting. Provides specifie...,Intro,https://legiscan.com/IL/bill/SJRCA0004/2019,2019-03-19,To Senate Assignments Committee
TN,SB0934,"As introduced, imposes public notice and public input requirements on a redistricting committee and upon consideration of a final redistricting plan. - Amends TCA Title 2, Chapter 16, Part 1 and Title 3.",Intro,https://legiscan.com/TN/bill/SB0934/2019,2019-02-11,To Senate Judiciary Committee
TN,HB0889,"As introduced, imposes public notice and public input requirements on a redistricting committee and upon consideration of a final redistricting plan. - Amends TCA Title 2, Chapter 16, Part 1 and Title 3.",Intro,https://legiscan.com/TN/bill/HB0889/2019,2019-03-14,Withdrawn.
VA,HJR615,"Constitutional amendment (first resolution); apportionment; Virginia Redistricting Commission. Establishes the Virginia Redistricting Commission, a 16-member Commission tasked with establishing districts for the United States House of Representatives...",Pass,https://legiscan.com/VA/bill/HJR615/2019,2019-03-26,Governor: Acts of Assembly Chapter text (CHAP0821)
NC,H140,The FAIR Act,Intro,https://legiscan.com/NC/bill/H140/2019,2019-02-25,To House Redistricting Committee
NY,A06461,Relates to the number of senators and the apportionment of senate districts; provides that each senate district shall be comprised of one county in its entirety.,Intro,https://legiscan.com/NY/bill/A06461/2019,2019-03-28,To Assembly Judiciary Committee
NY,S02047,Relates to the number of senators and the apportionment of senate districts; provides that each senate district shall be comprised of one county in its entirety.,Intro,https://legiscan.com/NY/bill/S02047/2019,2019-02-27,To Senate Judiciary Committee
NY,A01954,Relates to Senate apportionment; provides for sixty-two senators to be elected from each of sixty-two counties.,Intro,https://legiscan.com/NY/bill/A01954/2019,2019-02-06,To Assembly Judiciary Committee
AZ,SB1362,Redistricting data; inmates; residential address,Intro,https://legiscan.com/AZ/bill/SB1362/2019,2019-02-05,Senate read second time
TX,HJR25,Proposing a constitutional amendment establishing the Texas Redistricting Commission to redistrict the Texas Legislature and Texas congressional districts and revising procedures for redistricting.,Intro,https://legiscan.com/TX/bill/HJR25/2019,2019-04-04,To House Redistricting Committee
VA,SB1087,Election districts; remedying split precincts; technical adjustments permitted. Authorizes the General Assembly to make technical adjustments to legislative district boundaries subsequent to the decennial redistricting solely for the purpose of causi...,Enroll,https://legiscan.com/VA/bill/SB1087/2019,2019-04-03,"Governor: Governor's Action Deadline Midnight, May 3, 2019"
NH,SB8,Establishing an independent redistricting commission.,Engross,https://legiscan.com/NH/bill/SB8/2019,2019-04-16,To House Election Law Committee
OR,SJR8,"Proposes amendment to Oregon Constitution establishing Redistricting Commission to adopt reapportionment plans for Senate, House of Representatives and United States Congress. Proposes amendment to Oregon Constitution establishing Redistricting Commi...",Intro,https://legiscan.com/OR/bill/SJR8/2019,2019-01-15,To Senate Rules Committee
PA,SB22,"A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for the Legislative Reapportionment Commission.",Intro,https://legiscan.com/PA/bill/SB22/2019,2019-04-09,First consideration
VA,SB1453,Elections; date of June primary election. Changes the date of the primary election held in June from the second Tuesday in June to the third Tuesday in June. The bill also changes candidate filing deadlines to reflect the change of date.,Intro,https://legiscan.com/VA/bill/SB1453/2019,2019-01-15,Incorporated by Privileges and Elections
VA,HB1615,Elections; date of June primary election. Changes the date of the primary election held in June from the second Tuesday in June to the third Tuesday in June. The bill also changes candidate filing deadlines to reflect the change of date.,Engross,https://legiscan.com/VA/bill/HB1615/2019,2019-02-15,Defeated by Senate (11-Y 28-N)
TX,HJR124,Proposing a constitutional amendment establishing procedures for public involvement in redistricting of state legislative districts and congressional districts.,Intro,https://legiscan.com/TX/bill/HJR124/2019,2019-03-19,To House Administration Committee
VA,SJR305,Constitutional amendment (first resolution); apportionment; Constitutional amendment (first resolution); apportionment; criteria for legislative and congressional districts; Virginia Citizens Redistricting Commission. Provides for the establishment o...,Intro,https://legiscan.com/VA/bill/SJR305/2019,2019-01-22,Passed by indefinitely in Privileges and Elections (8-Y 4-N 2-A)
VA,SJR274,Constitutional amendment (first resolution); apportionment; Constitutional amendment (first resolution); apportionment; criteria for legislative and congressional districts; Virginia Citizens Redistricting Commission. Provides for the establishment o...,Intro,https://legiscan.com/VA/bill/SJR274/2019,2019-01-22,Passed by indefinitely in Privileges and Elections (9-Y 5-N)
VA,SJR306,"Constitutional amendment (first resolution); apportionment; Virginia Redistricting Commission. Establishes the Virginia Redistricting Commission, a 16-member Commission tasked with establishing districts for the United States House of Representatives...",Pass,https://legiscan.com/VA/bill/SJR306/2019,2019-03-26,Governor: Acts of Assembly Chapter text (CHAP0824)
PA,HB401,An Act providing for congressional redistricting plan; establishing the Congressional Redistricting Commission; and making an appropriation.,Intro,https://legiscan.com/PA/bill/HB401/2019,2019-02-06,To House State Government Committee
OR,SJR11,"Proposes amendment to Oregon Constitution establishing independent redistricting commission to adopt redistricting plans for Senate, House of Representatives and United States Congress. Refers proposed amendment to people for their approval or reject...",Intro,https://legiscan.com/OR/bill/SJR11/2019,2019-01-15,To Senate Rules Committee
GA,SR52,A RESOLUTION proposing an amendment to the Constitution so as to provide that legislative and congressional reapportionment be done by an independent nonpartisan commission instead of the General Assembly; to provide for the establishment of such com...,Intro,https://legiscan.com/GA/bill/SR52/2019,2019-01-30,To Senate Reapportionment and Redistricting Committee
GA,HR369,A RESOLUTION proposing an amendment to the Constitution so as to provide that legislative and congressional reapportionment be done by an independent nonpartisan commission instead of the General Assembly; to provide for the establishment of such com...,Intro,https://legiscan.com/GA/bill/HR369/2019,2019-02-28,To House Legislative and Congressional Reapportionment Committee
NH,HB706,Establishing an independent redistricting commission.,Engross,https://legiscan.com/NH/bill/HB706/2019,2019-03-18,To Senate Election Law and Municipal Affairs Committee
NC,H827,N.C. Citizens Redistricting Commission,Intro,https://legiscan.com/NC/bill/H827/2019,2019-04-16,Filed
NC,H69,Nonpartisan Redistricting Commission,Intro,https://legiscan.com/NC/bill/H69/2019,2019-02-14,To House Redistricting Committee
US,HB163,CLEAN Elections Act Citizen Legislature Anti-Corruption Reform of Elections Act This bill establishes requirements for nonpartisan redistricting and open primary elections. States must (1) conduct congressional redistricting using a plan developed by...,Intro,https://legiscan.com/US/bill/HB163/2019,2019-01-03,"To House Subcommittee on the Constitution, Civil Rights, and Civil Justice Committee"
IN,SB0105,Redistricting standards. Establishes redistricting standards for congressional and state legislative districts. Provides that the initial proposed plans for congressional and state legislative districts must comply with the redistricting standards. A...,Engross,https://legiscan.com/IN/bill/SB0105/2019,2019-03-07,To House Elections and Apportionment Committee
VA,SJR25,Constitutional amendment (first resolution); Virginia Redistricting Commission; criteria for legislative and congressional districts. Establishes the seven-member Virginia Redistricting Commission (the Commission) to redraw congressional and General ...,Intro,https://legiscan.com/VA/bill/SJR25/2019,2018-11-30,To Senate Privileges and Elections Committee
MN,SF582,Redistricting advisory commission appointment authorization; districting principles establishment; Legislative Coordinating Commission redistricting duties establishment,Intro,https://legiscan.com/MN/bill/SF582/2019,2019-04-11,To Senate State Government Finance and Policy and Elections Committee
VA,HB2048,Elections; date of June primary election and May general election. Changes the date of the primary election held in June from the second Tuesday in June to the third Tuesday in June. The bill also changes candidate filing deadlines to reflect the cha...,Intro,https://legiscan.com/VA/bill/HB2048/2019,2019-02-05,To House Privileges and Elections Committee
WA,SB5287,Ensuring accurate redistricting.,Engross,https://legiscan.com/WA/bill/SB5287/2019,2019-04-16,"Third reading, passed; yeas, 57; nays, 39; absent, 0; excused, 2."
MN,HF1018,"Redistricting; commission to recommend legislative and congressional district boundaries appointment provided, legislative and congressional districting principles established, and Legislative Coordinating Commission duties assigned.",Intro,https://legiscan.com/MN/bill/HF1018/2019,2019-03-11,To House Subcommittee on Elections Committee
IL,HJRCA0009,"Proposes to amend the Legislature Article of the Illinois Constitution. Provides that the State Board of Elections shall produce a redistricting plan using a computer program. In the year following each Federal decennial census year, requires the Sta...",Intro,https://legiscan.com/IL/bill/HJRCA0009/2019,2019-01-18,To House Rules Committee
NY,A05731,Creates a unicameral legislature consisting of seventy-five senators called the senate; eliminates the state assembly while enlarging the size of the state senate to 75 members; makes necessary conforming changes to the legislative and redistricting ...,Intro,https://legiscan.com/NY/bill/A05731/2019,2019-03-14,To Assembly Judiciary Committee
TX,HJR123,"Proposing a constitutional amendment establishing the Texas Redistricting Commission to redistrict the Texas Legislature, Texas congressional districts, and State Board of Education districts and revising procedures for redistricting.",Intro,https://legiscan.com/TX/bill/HJR123/2019,2019-04-04,To House Redistricting Committee
MN,HF1855,"Redistricting commission established to prescribe the boundaries of congressional and legislative districts following each federal decennial census, districting principles established for congressional and legislative plans, and constitutional amendm...",Intro,https://legiscan.com/MN/bill/HF1855/2019,2019-03-28,"Division action, return to Ways and Means"
TX,SJR52,Proposing a constitutional amendment establishing the Texas Redistricting Commission to redistrict the Texas Legislature and Texas congressional districts and revising procedures for redistricting.,Intro,https://legiscan.com/TX/bill/SJR52/2019,2019-03-14,To Senate State Affairs Committee
US,HB44,Coretta Scott King Mid-Decade Redistricting Prohibition Act of 2019 This bill prohibits any state whose congressional districts have been redistricted after a decennial census from carrying out another redistricting until after the next apportionment...,Intro,https://legiscan.com/US/bill/HB44/2019,2019-01-03,"To House Subcommittee on the Constitution, Civil Rights, and Civil Justice Committee"
SC,S0254,"Establish The South Carolina Citizens Redistricting Commission For The Purpose Of Submitting Reapportionment Plans To The General Assembly And To Provide For The Selection, Qualifications, Powers, Duties, And Terms Of The Commission And Its Members.",Intro,https://legiscan.com/SC/bill/S0254/2019,2019-01-08,To Senate Judiciary Committee
SC,H3432,"Establish The South Carolina Citizens Redistricting Commission For The Purpose Of Submitting Reapportionment Plans To The General Assembly And To Provide For The Selection, Qualifications, Powers, Duties, And Terms Of The Commission And Its Members.",Intro,https://legiscan.com/SC/bill/H3432/2019,2019-01-08,To House Judiciary Committee
MA,H679,For legislation to create an independent redistricting commission. Election Laws.,Intro,https://legiscan.com/MA/bill/H679/2019,2019-01-22,To Joint Election Laws Committee
NE,LB466,Adopt the Redistricting Act,Intro,https://legiscan.com/NE/bill/LB466/2019,2019-02-06,To Legislature Executive Board Committee
AL,SB247,"Reapportionment, redistricting or reapportionment plan, Permanent Legislative Committee on Reapportionment to intervene in any legal action that contests the validity of, Sec. 29-1-2.5 am'd.",Intro,https://legiscan.com/AL/bill/SB247/2019,2019-04-16,Pending third reading on day 11 Favorable from Governmental Affairs
TX,HB312,"Relating to the reapportionment of state legislative, congressional, and judicial districts and the creation, function, and duties of the Texas Redistricting Commission.",Intro,https://legiscan.com/TX/bill/HB312/2019,2019-04-04,To House Redistricting Committee
TN,SJR0169,"Proposes amendment of Article II, Section 4 to establish an independent redistricting commission for senatorial and representative districts.",Intro,https://legiscan.com/TN/bill/SJR0169/2019,2019-02-11,To Senate Judiciary Committee
MA,S13,"By Mr. Eldridge, a petition of James B. Eldridge for a legislative amendment to the Constitution to establish an independent redistricting commission. Election Laws.",Intro,https://legiscan.com/MA/bill/S13/2019,2019-03-25,To Joint Election Laws Committee
GA,SR485,A RESOLUTION creating the Senate Redistricting and Reapportionment Study Committee; and for other purposes.,Intro,https://legiscan.com/GA/bill/SR485/2019,2019-03-28,Senate Read Second Time
MO,HCB6,Modifies provisions relating to elections,Intro,https://legiscan.com/MO/bill/HCB6/2019,2019-04-17,Placed on the Informal Perfection Calendar (H)
MS,HB914,"An Act To Amend Section 23-15-283, Mississippi Code Of 1972, To Prohibit Changes To Precinct Boundaries Until The Legislature Completes Its Redistricting Plan For The House Of Representatives And Senate Districts; To Amend Sections 23-15-281 And 23-1...",Pass,https://legiscan.com/MS/bill/HB914/2019,2019-03-19,Approved by Governor
SC,S0249,"Provide For An Independent Citizens Redistricting Commission To Be Known As The ""south Carolina Citizens Redistricting Commission"", To Require The General Assembly To Provide For The Membership And Funding Of The Commission And The Manner In Which Me...",Intro,https://legiscan.com/SC/bill/S0249/2019,2019-01-08,To Senate Judiciary Committee
SC,H3167,"Provide For An Independent Citizens Redistricting Commission To Be Known As The ""south Carolina Citizens Redistricting Commission"", To Require The General Assembly To Provide For The Membership And Funding Of The Commission And The Manner In Which Me...",Intro,https://legiscan.com/SC/bill/H3167/2019,2019-01-08,To House Judiciary Committee
SC,H3390,"Provide For An Independent Citizens Redistricting Commission To Be Known As The ""south Carolina Citizens Redistricting Commission"", To Require The General Assembly To Provide For The Membership And Funding Of The Commission And The Manner In Which Me...",Intro,https://legiscan.com/SC/bill/H3390/2019,2019-02-07,To House Judiciary Committee
TX,SJR56,"Proposing a constitutional amendment establishing the Texas Redistricting Commission and providing redistricting procedures for state legislative, state judicial, and congressional districts.",Intro,https://legiscan.com/TX/bill/SJR56/2019,2019-03-14,To Senate State Affairs Committee
IL,HJRCA0026,"Proposes to amend the Legislature Article of the Illinois Constitution. Provides that for the purposes of creating Legislative and Representative Districts, counties, municipalities, and townships containing less than a specified population shall not...",Intro,https://legiscan.com/IL/bill/HJRCA0026/2019,2019-02-15,To House Rules Committee
WV,HJR22,The purpose of this resolution is to propose an amendment to the State Constitution that would allow citizens to participate directly in the formation of legislative districts by creating a nonpartisan citizen commission which will hold public hearin...,Intro,https://legiscan.com/WV/bill/HJR22/2019,2019-01-28,To House Political Subdivisions Committee
MO,HB361,Changes election procedures for school board members,Intro,https://legiscan.com/MO/bill/HB361/2019,2019-01-30,To House Elections and Elected Officials Committee
RI,S0368,Joint Resolution To Approve And Publish And Submit To The Electors A Proposition Of Amendment To The Constitution -- Reapportionment,Intro,https://legiscan.com/RI/bill/S0368/2019,2019-02-13,To Senate Judiciary Committee
RI,H5087,Joint Resolution To Approve And Publish And Submit To The Electors A Proposition Of Amendment To The Constitution -- Reapportionment,Intro,https://legiscan.com/RI/bill/H5087/2019,2019-03-06,To House Judiciary Committee
NV,ACR1,Adopting the Joint Standing Rules of the Senate and Assembly for the 80th Session of the Legislature.,Pass,https://legiscan.com/NV/bill/ACR1/2019,2019-02-07,File No. 1.
NJ,A1145,Requires incarcerated individual be counted for redistricting purposes at previous address if State resident and not counted if incarcerated and not State resident.,Intro,https://legiscan.com/NJ/bill/A1145/2018,2018-01-09,To Assembly Judiciary Committee
VA,HB2760,"Redistricting; Geographic Information System maps required; review by the Department of Elections. Requires the clerk of the county, city, or town to send a Geographic Information System (GIS) map, along with the ordinance containing a description of...",Pass,https://legiscan.com/VA/bill/HB2760/2019,2019-03-22,Governor: Acts of Assembly Chapter text (CHAP0777)
CA,AB849,Elections: local redistricting.,Intro,https://legiscan.com/CA/bill/AB849/2019,2019-04-11,To Assembly Local Government Committee
VA,HJR1023,Commending Robert J. Austin.,Pass,https://legiscan.com/VA/bill/HJR1023/2019,2019-02-23,Bill text as passed House and Senate (HJ1023ER)
TX,SB1537,Relating to the Texas Redistricting Commission.,Intro,https://legiscan.com/TX/bill/SB1537/2019,2019-03-14,To Senate State Affairs Committee
OK,HJR1019,Constitutional amendment; providing for the establishment of a redistricting commission; ballot title; filing.,Intro,https://legiscan.com/OK/bill/HJR1019/2019,2019-02-05,To House Rules Committee
VA,HJR639,Constitutional amendment (first resolution); apportionment of legislative districts; Virginia Nonpartisan Redistricting Commission created. Provides for a temporary Virginia Nonpartisan Redistricting Commission (the Commission) to prepare redistricti...,Intro,https://legiscan.com/VA/bill/HJR639/2019,2019-02-05,To House Privileges and Elections Committee
NC,H574,Fix Our Democracy,Intro,https://legiscan.com/NC/bill/H574/2019,2019-04-04,To House Redistricting Committee
NC,S641,Fix Our Democracy,Intro,https://legiscan.com/NC/bill/S641/2019,2019-04-04,To Senate Rules and Operations of the Senate Committee
US,HB1612,Nonpartisan Bill For the People Act of 2019,Intro,https://legiscan.com/US/bill/HB1612/2019,2019-04-03,"To House Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation Committee"
TX,HB3928,Relating to the Texas Redistricting Commission.,Intro,https://legiscan.com/TX/bill/HB3928/2019,2019-04-04,To House Redistricting Committee
VA,SB1018,"Redistricting; Geographic Information System maps required; review by the Department of Elections. Requires the clerk of the county, city, or town to send a Geographic Information System (GIS) map, along with the ordinance containing a description of...",Pass,https://legiscan.com/VA/bill/SB1018/2019,2019-03-22,Governor: Acts of Assembly Chapter text (CHAP0778)
MN,HF191,Metropolitan Council member elections provided.,Intro,https://legiscan.com/MN/bill/HF191/2019,2019-01-19,To House Subcommittee on Local Government Committee
MN,SF57,Metropolitan council members election,Intro,https://legiscan.com/MN/bill/SF57/2019,2019-01-14,To Senate Local Government Committee
WV,HB2705,The purpose of this bill is to create 16 two-member senatorial districts and 96Â single-member delegate districts based on the 2010 census and implemented during the 2020 elections.,Intro,https://legiscan.com/WV/bill/HB2705/2019,2019-01-28,To House Political Subdivisions Committee
RI,S0232,Requires the state to use the actual residence of persons in government custody for redistricting purposes. Their actual residences would be collected by the dept.of corrections and forwarded to the secretary of state to be utilized for redistricting...,Intro,https://legiscan.com/RI/bill/S0232/2019,2019-01-31,To Senate Judiciary Committee
VA,SJR34,"Constitutional amendment (first resolution); Virginia Redistricting Commission; partisan balance of districts. Establishes the Virginia Redistricting Commission, an eight-member commission tasked with establishing the districts for the United States ...",Intro,https://legiscan.com/VA/bill/SJR34/2019,2018-11-30,To Senate Privileges and Elections Committee
VA,HJR591,Constitutional amendment (first resolution); reapportionment; technical adjustments permitted. Gives the General Assembly the authority to make technical adjustments to legislative electoral district boundaries following the enactment of any decennia...,Pass,https://legiscan.com/VA/bill/HJR591/2019,2019-03-26,Governor: Acts of Assembly Chapter text (CHAP0820)
US,HR36,Expressing the sense of the House of Representatives that congressional redistricting should be reformed to remove political gerrymandering. This resolution expresses the sense of the House of Representatives that congressional redistricting should b...,Intro,https://legiscan.com/US/bill/HR36/2019,2019-01-10,"To House Subcommittee on the Constitution, Civil Rights, and Civil Justice Committee"
